hombre	personas	D	etnia	Z	ocupado_jefe	ingreso_jefe_hogar
1.00	8.00	0.00	1.00	-1,687009096	1.00	87,5
0.00	4.00	0.00	0.00	0,622304142	1.00	58,40000153
0.00	4.00	0.00	1.00	-1,398269296	0.00	0.00
1.00	4.00	0.00	0.00	-0,711998701	1.00	64,19999695
1.00	4.00	0.00	1.00	-1,732601285	1.00	47,5
1.00	5.00	0.00	0.00	-1,40139401	1.00	44.00
1.00	8.00	0.00	1.00	-0,838915467	1.00	36.00
1.00	7.00	0.00	0.00	1,326259017	0.00	120,5
1.00	2.00	0.00	0.00	0,493808478	1.00	10,5
0.00	5.00	0.00	0.00	-0,816662908	1.00	8.00
1.00	3.00	0.00	0.00	-1,189978004	1.00	93.00
0.00	5.00	0.00	1.00	-1,327169299	1.00	92.00
1.00		0.00	1.00	-0,341142893	1.00	108.00
0.00	6.00	0.00	0.00	0,210720405	1.00	63.00
1.00	3.00	0.00	1.00	-2,201363564	1.00	54.00
1.00	3.00	0.00	0.00	1,592401028	0.00	98,5
0.00	5.00	0.00	1.00	-2,065265656	1.00	82,80000305
1.00	7.00	0.00	0.00	0,514470816	1.00	24,5
0.00	4.00	0.00	1.00	-2,11274147	0.00	85,80000305
0.00	7.00	0.00	1.00	-0,897486091	0.00	65.00
0.00	5.00	0.00	0.00	-1,497403979	1.00	45.00
1.00	3.00	0.00	0.00	0,712358594	1.00	9,5
0.00	3.00	0.00	1.00	-1,827475905	1.00	0.00
1.00	12.00	0.00	0.00	-1,910956979	1.00	98,90000153
0.00	5.00	0.00	1.00	-1,441625953	1.00	47.00
0.00	5.00	0.00	0.00	0,622163892	0.00	43,5
0.00	3.00	0.00	0.00	-0,676651955	1.00	86,59999847
1.00	7.00	0.00	0.00	0,489526987	1.00	0,5
0.00	12.00	0.00	1.00	-2,751393795	1.00	140.00
1.00		0.00	1.00	0,351976633	1.00	24,5
0.00	4.00	0.00	1.00	-1,389452577	1.00	31,60000038
0.00		0.00	1.00	-0,209747195	1.00	80.00
0.00	5.00	0.00	0.00	-1,180899978	1.00	5.00
0.00	7.00	0.00	1.00	-0,433496028	1.00	464.00
0.00	6.00	0.00	1.00	-0,776519656	1.00	61,20000076
0.00	4.00	0.00	0.00	0,100044802	1.00	52,09999847
1.00		0.00	1.00	-0,173697948	1.00	22,00090027
1.00	4.00	0.00	0.00	-0,289358318	1.00	63.00
1.00	5.00	0.00	1.00	-1,717531085	1.00	24,5
1.00	6.00	0.00	0.00	-0,279971212	1.00	40.00
1.00	6.00	0.00	0.00	-2,1332829	1.00	39.00
1.00		0.00	1.00	0,23728168	1.00	0,5
1.00	7.00	0.00	0.00	-0,287570924	1.00	20.00
0.00	3.00	0.00	0.00	-1,90020597	1.00	39,5
1.00	7.00	0.00	1.00	-2,962857962	0.00	44.00
0.00	3.00	0.00	0.00	-2,260997057	1.00	57.00
0.00		0.00	1.00	-0,282218724	0.00	94.00
1.00	10.00	0.00	1.00	-0,723922491	1.00	24.00
0.00	5.00	0.00	1.00	-1,820017338	0.00	95,5
1.00	3.00	0.00	0.00	1,423132062	0.00	61,09999847
0.00	4.00	0.00	1.00	-1,302292705	1.00	6.00
1.00	2.00	0.00	1.00	-1,061616778	0.00	28.00
0.00	5.00	0.00	0.00	-0,113390304	1.00	78.00
0.00	4.00	0.00	0.00	1,60384202	0.00	10,5
0.00	3.00	0.00	0.00	-1,359485984	1.00	6.00
0.00	6.00	0.00	0.00	-2,22736907	1.00	109.00
0.00	4.00	0.00	0.00	-0,835417807	1.00	29,79999924
0.00	5.00	0.00	0.00	-1,400321007	1.00	18.00
1.00	6.00	0.00	0.00	-1,097398996	1.00	40.00
1.00	4.00	0.00	1.00	-0,795151889	1.00	136,7400055
0.00	4.00	0.00	1.00	-0,991967976	1.00	211,6000061
0.00	4.00	0.00	0.00	0,430958599	1.00	70,5
0.00	6.00	0.00	1.00	-1,930240154	1.00	59,5
0.00	5.00	0.00	0.00	-0,797095954	1.00	40.00
1.00	7.00	0.00	0.00	0,179297313	1.00	112,3000031
1.00	5.00	0.00	1.00	-2,431590796	1.00	45.00
0.00	6.00	0.00	0.00	1,025892019	0.00	47,5
0.00	6.00	0.00	0.00	-0,374043405	1.00	518.00
1.00	6.00	0.00	0.00	-0,302227795	0.00	140.00
1.00	3.00	0.00	0.00	0,173133105	1.00	51,70000076
1.00		0.00	1.00	0,045482669	1.00	43,5
0.00	11.00	0.00	0.00	0,035686698	0.00	211,3000031
0.00	5.00	0.00	0.00	-0,730618	1.00	31.00
1.00	4.00	0.00	1.00	-2,281663895	1.00	19.00
1.00	7.00	0.00	1.00	-0,768542945	1.00	193,6999969
1.00	5.00	0.00	1.00	-2,026280165	1.00	104,5
1.00	4.00	0.00	0.00	-0,498390287	1.00	40.00
1.00	4.00	0.00	0.00	-2,796439886	1.00	56.00
1.00	4.00	0.00	0.00	2,21230197	0.00	103,8000031
0.00	3.00	0.00	0.00	-0,437094003	1.00	47.00
1.00	6.00	0.00	1.00	-0,416950554	1.00	0.00
1.00		0.00	1.00	1,858813047	1.00	40,5
1.00	3.00	0.00	0.00	-1,600026965	1.00	107,8000031
0.00	4.00	0.00	0.00	1,109490991	1.00	50,5
1.00	4.00	0.00	0.00	-0,161617801	1.00	70.00
1.00		0.00	1.00	-0,285321891	1.00	130,7400055
1.00		0.00	1.00	0,109863341	0.00	129,5
1.00		1.00	1.00	1,108651042	1.00	111,5
0.00	4.00	1.00	0.00	0,142918304	1.00	50,5
1.00	8.00	1.00	0.00	-0,576463699	1.00	44.00
1.00	4.00	1.00	1.00	-1,683409929	1.00	64,5
0.00	7.00	1.00	0.00	-0,492852509	1.00	95.00
1.00	4.00	1.00	1.00	-1,692456126	1.00	19,49959946
1.00	8.00	1.00	0.00	0,846942306	1.00	108,5
0.00	3.00	1.00	0.00	0,851454914	1.00	68,5
1.00	4.00	1.00	0.00	-2,023425102	1.00	89.00
1.00	4.00	1.00	1.00	-1,565604448	1.00	439,5
1.00	3.00	1.00	0.00	-0,557135224	1.00	40.00
1.00	3.00	1.00	0.00	1,535437942	1.00	18,70000076
0.00	4.00	1.00	1.00	-0,921583176	0.00	43.00
1.00	5.00	1.00	1.00	-1,973893166	1.00	59,5
0.00	4.00	1.00	1.00	-2,490654707	1.00	6.00
1.00	4.00	1.00	0.00	-2,10505414	1.00	0.00
0.00	3.00	1.00	1.00	-0,857453883	1.00	30.00
1.00	6.00	1.00	0.00	1,515086889	1.00	18,89999962
1.00	6.00	1.00	1.00	-1,971836329	1.00	0.00
0.00	5.00	1.00	0.00	-0,85859251	0.00	40.00
1.00	3.00	1.00	0.00	-2,202785969	1.00	14.00
1.00	5.00	1.00	1.00	-1,631376505	1.00	71,90000153
1.00	2.00	1.00	0.00	0,894761801	0.00	100,5
0.00	5.00	1.00	0.00	-0,146388218	0.00	120.00
0.00	3.00	1.00	0.00	-1,697540045	1.00	0.00
0.00	6.00	1.00	1.00	-1,002898335	1.00	51,5
1.00	6.00	1.00	0.00	-1,353350043	1.00	80.00
0.00	4.00	1.00	1.00	-2,516888142	1.00	54.00
1.00		1.00	1.00	0,750456452	1.00	91,80000305
1.00	9.00	1.00	1.00	-1,152362108	1.00	50.00
1.00	3.00	1.00	0.00	-0,010483501	0.00	47,79999924
0.00		1.00	1.00	-0,154407009	1.00	111,1999969
1.00	5.00	1.00	0.00	-0,409481794	1.00	39.00
0.00	4.00	1.00	0.00	1,525240898	1.00	43,86999893
1.00	3.00	1.00	0.00	-5,141571999	1.00	4.00
0.00	7.00	1.00	0.00	-0,123929992	1.00	24,39999962
0.00	5.00	1.00	0.00	-0,256683707	0.00	99.00
1.00	4.00	1.00	1.00	-1,216914296	1.00	0.00
1.00	6.00	1.00	0.00	0,127151996	1.00	23,5
1.00	6.00	1.00	1.00	-1,023560762	1.00	65.00
0.00	4.00	1.00	0.00	-1,048149109	0.00	119,9998016
0.00	8.00	1.00	0.00	0,588615298	0.00	43,5
0.00	4.00	1.00	0.00	0,528755188	0.00	0,5
1.00	4.00	1.00	0.00	-2,034353971	0.00	3,5
1.00	5.00	1.00	1.00	-0,986039996	1.00	282.00
1.00	6.00	1.00	0.00	0,69148469	0.00	40,5
1.00	3.00	1.00	0.00	-1,002593994	1.00	45.00
0.00	2.00	1.00	1.00	-2,981647015	1.00	19.00
1.00	5.00	1.00	1.00	-1,714101553	1.00	22.00
0.00	3.00	1.00	0.00	-0,306253612	1.00	0.00
1.00		1.00	1.00	0,117852993	0.00	303,1000061
0.00	6.00	1.00	1.00	-0,678871274	1.00	10.00
0.00	9.00	1.00	1.00	-1,569525957	1.00	49,79999924
0.00		1.00	1.00	0,448315889	1.00	80,5
1.00	6.00	1.00	0.00	-0,730114281	1.00	0.00
1.00		1.00	1.00	-0,112589598	1.00	110.00
1.00	4.00	1.00	1.00	-2,273690701	0.00	67.00
0.00		1.00	1.00	0,748172224	1.00	96,09999847
1.00	6.00	1.00	1.00	-2,484054804	0.00	0.00
0.00	4.00	1.00	0.00	-0,293735206	1.00	180,6000061
0.00	6.00	1.00	0.00	-1,224076033	0.00	82,37000275
1.00	6.00	1.00	0.00	-0,145452097	1.00	220.00
1.00		1.00	1.00	0,802787185	0.00	97,09999847
1.00	7.00	1.00	0.00	-1,613864064	1.00	111,5
0.00	3.00	1.00	1.00	-1,62303555	1.00	64,5
1.00	7.00	1.00	1.00	-0,678164601	1.00	86.00
1.00	5.00	1.00	1.00	-0,36959514	0.00	70,22000122
0.00	4.00	1.00	0.00	0,333354414	1.00	59,5
1.00	5.00	1.00	0.00	0,017605498	1.00	61,09999847
1.00	8.00	1.00	0.00	-0,035304002	1.00	336,5
1.00	8.00	1.00	0.00	-1,04014802	1.00	0.00
0.00	6.00	1.00	1.00	-1,206653714	1.00	6.00
1.00	8.00	1.00	0.00	-1,154423118	0.00	46.00
1.00	3.00	1.00	1.00	-0,347119033	1.00	68.00
0.00	11.00	1.00	1.00	-0,773800075	1.00	65.00
0.00	6.00	1.00	1.00	-0,79895103	0.00	86.00
1.00	4.00	1.00	1.00	-2,389904261	1.00	45.00
0.00		1.00	1.00	-0,086475566	0.00	20.00
1.00	4.00	1.00	0.00	0,665904999	1.00	40,70000076
0.00	4.00	1.00	0.00	-1,665332079	1.00	18,64999962
0.00	5.00	1.00	1.00	-0,442130178	1.00	20.00
1.00	3.00	1.00	1.00	-0,711176574	0.00	43.00
1.00	11.00	1.00	0.00	-1,794069052	1.00	67,5
0.00	6.00	1.00	0.00	1,810941935	1.00	62,86999893
0.00	4.00	1.00	1.00	-1,484681964	1.00	114.00
0.00		1.00	1.00	-0,055620443	0.00	0.00
0.00	7.00	1.00	0.00	-2,795689106	1.00	78.00
1.00	5.00	1.00	0.00	-0,258364409	1.00	97,40000153
0.00	3.00	1.00	1.00	-0,823376358	0.00	20.00
1.00	3.00	1.00	0.00	1,403415918	1.00	100,5
1.00		1.00	1.00	1,009676218	1.00	104,5
1.00	5.00	1.00	0.00	-2,164440155	1.00	59.00
1.00	4.00	1.00	0.00	-0,194418892	1.00	3.00
0.00	4.00	1.00	0.00	0,718069196	1.00	66,80000305
0.00		1.00	1.00	0,977044523	1.00	24,5
0.00	5.00	1.00	1.00	-1,49995625	1.00	20.00
1.00	3.00	1.00	0.00	-2,746140957	1.00	136,6000061
0.00	5.00	1.00	0.00	-0,326552302	1.00	54.00
0.00	6.00	1.00	1.00	-1,2995193	1.00	98.00
0.00	4.00	1.00	0.00	-0,244510606	1.00	21,5
0.00	2.00	1.00	0.00	-1,744412065	1.00	39,5
1.00	6.00	1.00	0.00	0,812455297	0.00	63,29999924
0.00		1.00	1.00	0,678849578	1.00	110,5
0.00		1.00	1.00	0,220586091	1.00	73,5
0.00		1.00	1.00	-0,215473413	1.00	99.00
1.00	9.00	1.00	1.00	-0,360744387	0.00	166,1999969
1.00	5.00	1.00	0.00	-1,696686029	1.00	47,5
1.00	3.00	1.00	0.00	1,607056975	0.00	70,5
0.00	5.00	1.00	0.00	0,92821008	1.00	90,5
1.00	4.00	1.00	1.00	-1,404092073	1.00	130.00
0.00	11.00	1.00	0.00	-0,803010881	1.00	87,40840149
0.00	6.00	1.00	1.00	-0,963644385	1.00	55.00
1.00		1.00	1.00	0,585961044	1.00	70,5
1.00		1.00	1.00	0,392020613	1.00	118,9000015
1.00	2.00	1.00	0.00	0,676965594	1.00	80,5
0.00	4.00	1.00	0.00	-2,440335035	1.00	61.00
1.00	2.00	1.00	1.00	-1,506022811	1.00	10.00
0.00	6.00	1.00	0.00	-0,595001817	1.00	37,79999924
1.00	9.00	1.00	1.00	-0,389449149	1.00	177,2597961
0.00	7.00	1.00	0.00	1,539257884	1.00	100,5
0.00	10.00	1.00	1.00	-2,622421265	1.00	209.00
1.00	4.00	1.00	1.00	-1,124707699	1.00	45.00
0.00	7.00	1.00	1.00	-2,287101984	1.00	18,5
0.00	5.00	1.00	1.00	-1,2333287	0.00	53.00
0.00	5.00	1.00	0.00	-0,421316892	1.00	46.00
1.00	4.00	1.00	0.00	-0,019155303	1.00	44,5
1.00	4.00	1.00	0.00	0,276654094	0.00	246,8999939
1.00	6.00	1.00	0.00	-2,394361019	1.00	39.00
1.00	3.00	1.00	0.00	1,080077887	1.00	54,5
1.00	4.00	1.00	0.00	0,221390203	1.00	200,5
0.00	5.00	1.00	0.00	-0,344557106	1.00	30.00
1.00		1.00	1.00	0,138392121	0.00	30,5
1.00	3.00	1.00	0.00	-0,955019176	1.00	15.00
0.00	5.00	1.00	1.00	-0,745757163	0.00	122.00
1.00	4.00	1.00	1.00	-1,094060659	1.00	84,5
0.00	5.00	1.00	1.00	-0,631532431	1.00	53.00
1.00	9.00	1.00	0.00	1,144134998	1.00	212,5
0.00	5.00	1.00	0.00	-0,316916794	1.00	129,8999939
0.00	3.00	1.00	1.00	-1,682048678	1.00	39,5
0.00	6.00	1.00	0.00	-0,752891302	1.00	43,29999924
0.00	4.00	1.00	0.00	0,241123989	1.00	26,29999924
1.00	3.00	1.00	1.00	-5,026524067	1.00	59.00
0.00	10.00	1.00	0.00	-2,233247042	1.00	101.00
1.00	7.00	1.00	0.00	-1,509356022	1.00	35,70000076
1.00	5.00	1.00	0.00	1,098358989	1.00	120,5
0.00	3.00	1.00	1.00	-0,584272802	1.00	120.00
1.00		1.00	1.00	0,449619025	1.00	34,09999847
0.00	8.00	1.00	0.00	0,764839172	1.00	84,5
0.00	8.00	1.00	0.00	-0,910404921	1.00	232.00
1.00	9.00	1.00	0.00	-1,400115013	1.00	0.00
0.00		1.00	1.00	0,768621862	1.00	43,79999924
1.00	3.00	1.00	0.00	-0,392312586	0.00	110.00
0.00	5.00	1.00	1.00	-0,607314825	1.00	60.00
0.00	11.00	1.00	1.00	-1,868041158	1.00	79.00
0.00	5.00	1.00	0.00	-2,579235077	1.00	69.00
1.00	3.00	1.00	0.00	-0,548853219	1.00	50.00
1.00	5.00	1.00	1.00	-1,327005148	1.00	74.00
0.00	4.00	1.00	0.00	-2,307554007	1.00	49.00
1.00	5.00	1.00	0.00	-1,059782028	1.00	32.00
1.00	4.00	1.00	0.00	-1,92634201	1.00	8,5
1.00		1.00	1.00	-0,244165957	1.00	87.00
0.00	2.00	1.00	1.00	-0,534054339	1.00	0.00
1.00	11.00	1.00	0.00	0,101867497	0.00	90,5
0.00	4.00	1.00	0.00	0,728803396	1.00	43,5
1.00	3.00	1.00	0.00	-0,474490881	1.00	73,30000305
0.00	6.00	1.00	1.00	-1,809543729	1.00	105,5
1.00	3.00	1.00	0.00	1,142768979	0.00	30,5
0.00	5.00	1.00	0.00	1,378950953	1.00	60,5
1.00	4.00	1.00	1.00	-1,142714024	1.00	64,5
0.00	7.00	1.00	1.00	-0,50503546	0.00	30.00
1.00	3.00	1.00	1.00	-1,963432908	1.00	39,5
1.00		1.00	1.00	0,774140775	0.00	90,5
1.00	2.00	1.00	0.00	-0,367839605	1.00	16,79999924
1.00	3.00	1.00	0.00	-0,415573806	1.00	60.00
0.00		1.00	1.00	0,349354118	0.00	60,5
0.00	5.00	1.00	0.00	0,81520319	1.00	43,5
0.00	11.00	1.00	1.00	-3,045874834	0.00	74.00
0.00	5.00	1.00	1.00	-5,456037998	1.00	37.00
1.00	5.00	1.00	1.00	-1,812106371	1.00	23,5
1.00		1.00	1.00	0,678794563	0.00	40,5
0.00	5.00	1.00	1.00	-0,685894787	1.00	80.00
1.00	3.00	1.00	1.00	-1,490801573	1.00	170.00
1.00	5.00	1.00	0.00	0,494020492	1.00	80,5
0.00	5.00	1.00	0.00	-0,076847501	0.00	32.00
1.00	6.00	1.00	0.00	-0,898128688	1.00	0.00
1.00	3.00	1.00	1.00	-3,143369913	1.00	97,5
1.00		1.00	1.00	0,0428182	1.00	88,80000305
1.00		1.00	1.00	0,179243192	0.00	47,79999924
1.00	3.00	1.00	0.00	-0,57864219	1.00	43,36999893
0.00	3.00	1.00	0.00	0,737685025	1.00	80,5
1.00	5.00	1.00	1.00	-1,732044578	1.00	79,5
1.00	4.00	1.00	1.00	-0,960163593	1.00	19.00
0.00	4.00	1.00	0.00	-0,735010087	1.00	12.00
0.00	3.00	1.00	0.00	-1,392907023	0.00	30.00
1.00		1.00	1.00	-0,166149333	0.00	170.00
1.00	4.00	1.00	0.00	1,392568946	1.00	100,5
1.00	8.00	1.00	0.00	-0,762602091	1.00	44,02399826
0.00	4.00	1.00	1.00	-1,21488905	1.00	0.00
1.00	6.00	1.00	0.00	-2,790629148	1.00	69.00
1.00	3.00	1.00	0.00	-1,096246004	1.00	12,60000038
0.00	6.00	1.00	0.00	-0,446541399	1.00	23,20000076
0.00	7.00	1.00	0.00	-1,512372017	0.00	60.00
1.00	5.00	1.00	0.00	-1,515176058	1.00	43,29999924
1.00	5.00	1.00	1.00	-1,586951375	1.00	49,5
0.00	8.00	1.00	1.00	-1,223868966	0.00	256.00
0.00		1.00	1.00	0,463038594	1.00	109,9000015
1.00	3.00	1.00	0.00	-0,182166114	1.00	114.00
1.00	5.00	1.00	1.00	-1,473266602	1.00	55.00
1.00	4.00	1.00	1.00	-1,466501832	1.00	93,30000305
1.00	5.00	1.00	0.00	0,035702702	1.00	65,30000305
0.00	6.00	1.00	1.00	-3,691019535	1.00	79.00
1.00	10.00	1.00	1.00	-1,259132981	1.00	0.00
0.00	4.00	1.00	0.00	0,568423808	1.00	84,05000305
0.00		1.00	1.00	-0,115694463	1.00	400.00
1.00	3.00	1.00	0.00	2,390285969	1.00	58,5
1.00	7.00	1.00	1.00	-2,541558504	1.00	49.00
0.00	5.00	1.00	0.00	-1,346362114	1.00	80.00
0.00	4.00	1.00	0.00	-1,132387042	0.00	48.00
1.00		1.00	1.00	0,264996499	1.00	4,5
0.00	3.00	1.00	0.00	0,387867689	1.00	133,5
0.00	3.00	1.00	0.00	-0,51777941	0.00	40.00
0.00	5.00	1.00	1.00	-0,451153129	1.00	45.00
0.00	7.00	1.00	1.00	-2,476319075	1.00	59.00
0.00	3.00	1.00	1.00	-0,771963656	1.00	94,40000153
1.00	4.00	1.00	0.00	0,333949715	1.00	43,86999893
1.00	8.00	1.00	0.00	1,003957987	1.00	48,5
1.00	5.00	1.00	1.00	-1,060942054	1.00	43,29999924
0.00		1.00	1.00	1,5721699	1.00	190.00
0.00	4.00	1.00	1.00	-1,662240386	1.00	0.00
0.00	5.00	1.00	0.00	2,837057829	1.00	103,4990997
1.00	5.00	1.00	0.00	1,934056997	1.00	36,5
0.00		1.00	1.00	-0,027023066	0.00	55,70000076
1.00	5.00	1.00	0.00	-1,037763	1.00	0.00
0.00		1.00	1.00	0,055125292	1.00	72,5
1.00	5.00	1.00	1.00	-1,552296162	1.00	39,5
0.00		1.00	1.00	-0,318604529	1.00	60.00
1.00	4.00	1.00	0.00	-0,0755568	1.00	89.00
1.00	6.00	1.00	0.00	-2,013121128	1.00	107,5
0.00	6.00	1.00	1.00	-0,969380915	0.00	0.00
1.00	5.00	1.00	1.00	-1,791795254	1.00	199,4996033
1.00	3.00	1.00	1.00	-2,74452424	1.00	11.00
1.00		1.00	1.00	0,253855586	1.00	73,5
1.00		1.00	1.00	0,960490763	1.00	50,5
0.00	12.00	1.00	0.00	-0,468912184	1.00	407,9997864
0.00	6.00	1.00	1.00	-1,70065558	0.00	23,21999931
0.00	5.00	1.00	0.00	-1,157334089	1.00	36.00
1.00	6.00	1.00	1.00	-3,493034601	1.00	141,3699951
0.00	8.00	1.00	1.00	-1,874945521	0.00	2.00
0.00	8.00	1.00	1.00	-1,254166961	1.00	80.00
1.00	9.00	1.00	1.00	-1,775212884	0.00	549,5
1.00	6.00	1.00	1.00	-0,833040357	1.00	51,60039902
0.00	6.00	1.00	1.00	-0,457072735	1.00	120.00
1.00	3.00	1.00	1.00	-1,484698772	0.00	69.00
0.00	4.00	1.00	0.00	-0,351659685	0.00	28.00
1.00	5.00	1.00	1.00	-0,601466775	1.00	0.00
1.00	5.00	1.00	0.00	-0,245516405	1.00	53,59999847
0.00		1.00	1.00	1,740008831	1.00	86,5
0.00	4.00	1.00	1.00	-1,029309273	1.00	50.00
1.00	5.00	1.00	1.00	-1,279799581	1.00	66.00
1.00	3.00	1.00	1.00	-1,67989707	1.00	65,5
1.00	10.00	1.00	0.00	0,515051365	0.00	73,40000153
1.00	8.00	1.00	0.00	0,677121997	1.00	51,20000076
0.00	6.00	1.00	1.00	-2,897123098	1.00	27.00
0.00		1.00	1.00	0,402534604	1.00	150,5
0.00	4.00	1.00	1.00	-4,194304943	1.00	73.00
1.00	5.00	1.00	1.00	-2,703534603	1.00	23.00
1.00		1.00	1.00	-0,173339725	1.00	80.00
0.00		1.00	1.00	1,181419611	1.00	95,5
0.00	4.00	1.00	1.00	-1,786360383	0.00	55,5
1.00	7.00	1.00	1.00	-1,530526757	1.00	24.00
1.00	3.00	1.00	1.00	-1,068822026	1.00	60.00
1.00	4.00	1.00	1.00	-0,574580729	1.00	71,30000305
0.00	8.00	1.00	1.00	-0,62201643	1.00	141,0399933
0.00	5.00	1.00	1.00	-1,673925638	1.00	42,70000076
1.00		1.00	1.00	0,734212935	1.00	6,5
0.00	3.00	1.00	0.00	-0,0040719	0.00	60,5
1.00	3.00	1.00	1.00	-1,21135056	1.00	77,40000153
0.00	3.00	1.00	1.00	-1,241698861	1.00	55,90000153
1.00	11.00	1.00	0.00	1,666263938	1.00	182,5
1.00	5.00	1.00	0.00	-1,390090108	0.00	53.00
1.00	6.00	1.00	0.00	-1,113277078	0.00	24.00
1.00	6.00	1.00	0.00	-1,06686604	1.00	48,59999847
1.00	4.00	1.00	1.00	-1,076212645	1.00	0.00
0.00	4.00	1.00	1.00	-0,804626703	0.00	225.00
0.00	3.00	1.00	1.00	-0,407342225	1.00	85.00
1.00	3.00	1.00	1.00	-0,878617704	0.00	35.00
1.00	4.00	1.00	1.00	-1,626595616	1.00	29,5
0.00	4.00	1.00	1.00	-3,812494516	1.00	19.00
1.00		1.00	1.00	0,338212937	1.00	43,5
0.00		1.00	1.00	-0,280712098	1.00	0.00
0.00	5.00	1.00	1.00	-1,435674906	1.00	51,59999847
1.00	5.00	1.00	0.00	0,781719804	1.00	60,5
0.00		1.00	1.00	-0,073681667	0.00	500.00
1.00	4.00	1.00	0.00	-2,141760111	0.00	46,90000153
1.00	8.00	1.00	1.00	-1,468334198	1.00	62.00
0.00	3.00	1.00	0.00	-0,930131376	1.00	30.00
1.00	5.00	1.00	0.00	-0,179611817	1.00	60.00
0.00	6.00	1.00	0.00	-0,5257411	1.00	57,90000153
0.00	6.00	1.00	1.00	-1,251095891	1.00	230.00
0.00	6.00	1.00	0.00	1,470541954	1.00	75,5
0.00	4.00	1.00	0.00	0,816363513	1.00	113,5
1.00	3.00	1.00	0.00	-0,660843015	1.00	51.00
0.00	5.00	1.00	0.00	0,055036902	1.00	43,79999924
1.00	5.00	1.00	1.00	-1,167818189	1.00	70.00
1.00	6.00	1.00	0.00	0,155615702	1.00	12,5
1.00	9.00	1.00	0.00	-0,597109795	1.00	185,5
0.00	4.00	1.00	1.00	-0,641290069	1.00	25.00
0.00	6.00	1.00	1.00	-1,341260195	1.00	90.00
1.00	7.00	1.00	1.00	-1,313611269	1.00	96,44999695
0.00		1.00	1.00	-0,250167727	1.00	105.00
1.00	5.00	1.00	0.00	2,795740843	1.00	87,09999847
1.00	3.00	1.00	0.00	-1,48141408	1.00	40.00
1.00	6.00	1.00	0.00	-0,421799392	1.00	40.00
0.00	7.00	1.00	0.00	-2,531584978	1.00	85.00
0.00	4.00	1.00	0.00	0,870376229	1.00	60,5
0.00	4.00	1.00	0.00	0,67893219	1.00	50,5
1.00	6.00	1.00	0.00	-0,881131291	1.00	30.00
0.00	3.00	1.00	1.00	-0,355893761	1.00	0.00
1.00	3.00	1.00	1.00	-0,633994222	1.00	95.00
0.00	9.00	1.00	1.00	-0,595355511	1.00	129,8999939
1.00	3.00	1.00	0.00	1,25155592	0.00	0,5
1.00	3.00	1.00	0.00	1,098228931	1.00	30,5
1.00	4.00	1.00	0.00	0,761906087	1.00	0,5
1.00	4.00	1.00	0.00	-1,023048043	0.00	75.00
0.00	7.00	1.00	1.00	-1,538469195	1.00	42,5
1.00	8.00	1.00	0.00	0,184075281	1.00	62,5
1.00	13.00	1.00	0.00	0,119743697	1.00	4,400000095
1.00	3.00	1.00	1.00	-0,71755898	0.00	33.00
1.00	5.00	1.00	1.00	-1,099737048	1.00	29,60000038
1.00	5.00	1.00	1.00	-2,208113194	1.00	61.00
1.00	4.00	1.00	0.00	-0,821222484	1.00	0.00
1.00		1.00	1.00	1,633823991	0.00	0,5
0.00	3.00	1.00	0.00	0,095501699	1.00	43,5
0.00	6.00	1.00	0.00	-0,348433912	1.00	20.00
1.00	6.00	1.00	1.00	-1,228094935	1.00	20.00
0.00	11.00	1.00	1.00	-1,749139667	0.00	86,5
0.00	4.00	1.00	0.00	-0,544545293	1.00	13,5
0.00		1.00	1.00	1,121495605	1.00	160,0700073
1.00	4.00	1.00	1.00	-0,991450429	1.00	0.00
1.00	7.00	1.00	0.00	0,9574368	1.00	539,5
0.00	5.00	1.00	0.00	-0,705397427	0.00	30.00
1.00	5.00	1.00	1.00	-0,384889573	1.00	30.00
1.00	8.00	1.00	0.00	2,042626858	1.00	10,5
1.00	2.00	1.00	0.00	0,179157183	0.00	0,5
0.00	9.00	1.00	0.00	-1,405919075	0.00	129,1000061
0.00	5.00	1.00	0.00	-2,10209012	0.00	54,90000153
1.00	5.00	1.00	0.00	1,442167997	1.00	40,5
1.00	10.00	1.00	1.00	-0,353809625	1.00	141.00
1.00	4.00	1.00	0.00	-0,777189016	1.00	43.00
1.00	4.00	1.00	0.00	-0,376223207	1.00	47,29999924
0.00	6.00	1.00	0.00	2,020260096	1.00	117,2399979
0.00		1.00	1.00	-0,281362504	1.00	78,30000305
1.00	4.00	1.00	0.00	-0,183507904	1.00	60.00
0.00	4.00	1.00	1.00	-1,574581742	1.00	23,5
0.00		1.00	1.00	0,195915118	0.00	50,5
0.00	3.00	1.00	0.00	-0,599795699	1.00	15.00
0.00	6.00	1.00	0.00	-0,296254694	1.00	14.00
0.00	4.00	1.00	1.00	-0,86454457	1.00	43.00
0.00	7.00	1.00	0.00	-1,120486021	1.00	151.00
1.00	7.00	1.00	0.00	-0,301539689	1.00	127.00
1.00	5.00	1.00	0.00	-1,438518047	1.00	0.00
0.00	4.00	1.00	0.00	-0,910816371	0.00	70.00
0.00		1.00	1.00	2,04196167	1.00	120,5
1.00	7.00	1.00	0.00	1,352585912	1.00	54,5
1.00	5.00	1.00	0.00	0,663622379	1.00	30,5
1.00	3.00	1.00	0.00	0,182968393	1.00	0,5
1.00		1.00	1.00	0,065540656	1.00	73,5
0.00	8.00	1.00	0.00	-0,395745188	0.00	73.00
